"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
2016,12,"EV","ExpressJet Airlines Inc.","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",63.00,9.00,2.13,0.00,4.58,0.00,2.29,2.00,0.00,398.00,77.00,0.00,148.00,0.00,173.00,
2016,12,"EV","ExpressJet Airlines Inc.","LBB","Lubbock, TX: Lubbock Preston Smith International",99.00,15.00,7.45,0.00,4.05,0.00,3.50,1.00,0.00,609.00,349.00,0.00,88.00,0.00,172.00,
2016,12,"EV","ExpressJet Airlines Inc.","HRL","Harlingen/San Benito, TX: Valley International",47.00,10.00,5.20,0.00,2.79,0.00,2.02,0.00,0.00,716.00,368.00,0.00,111.00,0.00,237.00,
2016,12,"EV","ExpressJet Airlines Inc.","AZO","Kalamazoo, MI: Kalamazoo/Battle Creek International",68.00,14.00,4.82,0.12,4.22,0.00,4.85,5.00,0.00,1387.00,309.00,14.00,675.00,0.00,389.00,
2016,12,"EV","ExpressJet Airlines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",88.00,21.00,12.38,0.00,2.93,0.00,5.69,3.00,0.00,2077.00,1467.00,0.00,185.00,0.00,425.00,
2016,12,"EV","ExpressJet Airlines Inc.","CHA","Chattanooga, TN: Lovell Field",270.00,79.00,34.54,2.63,18.36,0.00,23.46,10.00,1.00,9092.00,5127.00,613.00,1461.00,0.00,1891.00,
2016,12,"EV","ExpressJet Airlines Inc.","ECP","Panama City, FL: Northwest Florida Beaches International",62.00,11.00,7.68,0.00,2.82,0.00,0.50,1.00,2.00,656.00,512.00,0.00,136.00,0.00,8.00,
2016,12,"EV","ExpressJet Airlines Inc.","SAT","San Antonio, TX: San Antonio International",14.00,6.00,3.16,0.00,2.81,0.00,0.03,3.00,0.00,1278.00,1121.00,0.00,155.00,0.00,2.00,
2016,12,"EV","ExpressJet Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",28.00,4.00,2.56,0.00,1.00,0.00,0.44,2.00,0.00,342.00,181.00,0.00,114.00,0.00,47.00,
2016,12,"EV","ExpressJet Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",9.00,2.00,0.89,0.00,1.11,0.00,0.00,0.00,0.00,133.00,105.00,0.00,28.00,0.00,0.00,
2016,12,"EV","ExpressJet Airlines Inc.","HPN","White Plains, NY: Westchester County",245.00,60.00,30.50,2.70,8.78,0.00,18.02,7.00,0.00,6137.00,3794.00,606.00,496.00,0.00,1241.00,
2016,12,"EV","ExpressJet Airlines Inc.","ALB","Albany, NY: Albany International",19.00,3.00,2.30,0.00,0.59,0.00,0.11,2.00,0.00,228.00,174.00,0.00,46.00,0.00,8.00,
2016,12,"EV","ExpressJet Airlines Inc.","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",144.00,41.00,20.21,0.00,7.92,0.00,12.87,2.00,0.00,2319.00,1353.00,0.00,296.00,0.00,670.00,
2016,12,"EV","ExpressJet Airlines Inc.","EYW","Key West, FL: Key West International",31.00,8.00,4.20,0.00,0.02,0.00,3.78,0.00,0.00,581.00,222.00,0.00,1.00,0.00,358.00,
2016,12,"EV","ExpressJet Airlines Inc.","AVL","Asheville, NC: Asheville Regional",159.00,36.00,20.71,2.28,6.58,0.00,6.42,2.00,3.00,2510.00,1796.00,88.00,214.00,0.00,412.00,
2016,12,"EV","ExpressJet Airlines Inc.","RST","Rochester, MN: Rochester International",62.00,23.00,9.09,0.00,6.46,0.00,7.45,0.00,0.00,1060.00,429.00,0.00,252.00,0.00,379.00,
2016,12,"EV","ExpressJet Airlines Inc.","ELM","Elmira/Corning, NY: Elmira/Corning Regional",100.00,23.00,6.20,0.00,6.26,0.00,10.55,2.00,0.00,1307.00,382.00,0.00,229.00,0.00,696.00,
2016,12,"EV","ExpressJet Airlines Inc.","DHN","Dothan, AL: Dothan Regional",115.00,22.00,13.76,0.00,3.49,0.00,4.75,0.00,0.00,1426.00,1034.00,0.00,105.00,0.00,287.00,
2016,12,"EV","ExpressJet Airlines Inc.","ILM","Wilmington, NC: Wilmington International",87.00,13.00,12.00,0.00,0.00,0.00,1.00,2.00,1.00,688.00,554.00,0.00,0.00,0.00,134.00,
2016,12,"EV","ExpressJet Airlines Inc.","MGM","Montgomery, AL: Montgomery Regional",197.00,35.00,19.90,0.00,4.23,0.00,10.87,0.00,1.00,2247.00,1203.00,0.00,143.00,0.00,901.00,
2016,12,"EV","ExpressJet Airlines Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",160.00,26.00,15.25,0.00,2.90,0.00,7.85,1.00,0.00,1337.00,883.00,0.00,109.00,0.00,345.00,
2016,12,"EV","ExpressJet Airlines Inc.","GNV","Gainesville, FL: Gainesville Regional",172.00,30.00,18.70,0.00,2.51,0.00,8.79,1.00,2.00,1620.00,1080.00,0.00,63.00,0.00,477.00,
2016,12,"EV","ExpressJet Airlines Inc.","MLB","Melbourne, FL: Melbourne International",40.00,5.00,2.85,0.00,0.00,0.00,2.15,2.00,0.00,341.00,270.00,0.00,0.00,0.00,71.00,
2016,12,"EV","ExpressJet Airlines Inc.","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",154.00,30.00,16.08,0.00,3.51,0.00,10.41,0.00,0.00,1510.00,916.00,0.00,88.00,0.00,506.00,
2016,12,"EV","ExpressJet Airlines Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International",66.00,10.00,6.49,0.00,0.40,0.00,3.11,3.00,0.00,580.00,382.00,0.00,9.00,0.00,189.00,
2016,12,"EV","ExpressJet Airlines Inc.","PHF","Newport News/Williamsburg, VA: Newport News/Williamsburg International",58.00,10.00,6.97,0.00,0.35,0.00,2.68,3.00,0.00,628.00,336.00,0.00,14.00,0.00,278.00,
2016,12,"EV","ExpressJet Airlines Inc.","DAL","Dallas, TX: Dallas Love Field",27.00,3.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,253.00,162.00,0.00,0.00,0.00,91.00,
2016,12,"EV","ExpressJet Airlines Inc.","GTR","Columbus, MS: Golden Triangle Regional",73.00,16.00,9.67,0.00,2.29,0.00,4.04,0.00,0.00,1039.00,721.00,0.00,56.00,0.00,262.00,
2016,12,"EV","ExpressJet Airlines Inc.","CSG","Columbus, GA: Columbus Airport",72.00,15.00,6.70,0.00,2.03,0.00,6.27,0.00,0.00,664.00,278.00,0.00,57.00,0.00,329.00,
2016,12,"EV","ExpressJet Airlines Inc.","BMI","Bloomington/Normal, IL: Central Illinois Regional",70.00,14.00,7.52,0.00,0.36,0.00,6.12,2.00,0.00,739.00,460.00,0.00,14.00,0.00,265.00,
2016,12,"EV","ExpressJet Airlines Inc.","OAJ","Jacksonville/Camp Lejeune, NC: Albert J Ellis",84.00,18.00,11.83,0.00,1.33,0.00,4.84,1.00,0.00,826.00,686.00,0.00,21.00,0.00,119.00,
2016,12,"EV","ExpressJet Airlines Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",53.00,7.00,3.14,0.00,1.00,0.00,2.86,0.00,0.00,219.00,86.00,0.00,36.00,0.00,97.00,
2016,12,"EV","ExpressJet Airlines Inc.","MDW","Chicago, IL: Chicago Midway International",43.00,21.00,11.53,0.00,6.88,0.00,2.59,2.00,1.00,2092.00,1711.00,0.00,285.00,0.00,96.00,
2016,12,"EV","ExpressJet Airlines Inc.","BQK","Brunswick, GA: Brunswick Golden Isles",84.00,13.00,6.85,0.00,0.14,0.00,6.01,0.00,1.00,1594.00,1153.00,0.00,25.00,0.00,416.00,
2016,12,"EV","ExpressJet Airlines Inc.","VLD","Valdosta, GA: Valdosta Regional",86.00,21.00,11.74,0.00,1.85,0.00,7.41,1.00,0.00,1148.00,672.00,0.00,57.00,0.00,419.00,
2016,12,"EV","ExpressJet Airlines Inc.","TLH","Tallahassee, FL: Tallahassee International",65.00,15.00,9.43,0.00,1.01,0.00,4.56,1.00,0.00,786.00,444.00,0.00,31.00,0.00,311.00,
2016,12,"EV","ExpressJet Airlines Inc.","ABY","Albany, GA: Southwest Georgia Regional",73.00,12.00,7.39,0.00,0.80,0.00,3.81,0.00,0.00,591.00,378.00,0.00,33.00,0.00,180.00,
2016,12,"EV","ExpressJet Airlines Inc.","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",84.00,5.00,3.00,0.00,0.16,0.00,1.84,2.00,2.00,336.00,240.00,0.00,10.00,0.00,86.00,
2016,12,"EV","ExpressJet Airlines Inc.","EWN","New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",57.00,11.00,8.43,0.00,0.97,0.00,1.60,0.00,0.00,510.00,423.00,0.00,18.00,0.00,69.00,
2016,12,"F9","Frontier Airlines Inc.","MCO","Orlando, FL: Orlando International",833.00,216.00,60.85,2.43,49.43,0.00,103.29,57.00,0.00,21385.00,5092.00,948.00,3292.00,0.00,12053.00,
2016,12,"F9","Frontier Airlines Inc.","DEN","Denver, CO: Denver International",1880.00,705.00,125.69,6.28,310.60,0.00,262.43,114.00,2.00,63097.00,12374.00,600.00,18364.00,0.00,31759.00,
2016,12,"F9","Frontier Airlines Inc.","PDX","Portland, OR: Portland International",72.00,32.00,15.35,0.12,14.26,0.00,2.26,5.00,0.00,1708.00,1036.00,4.00,449.00,0.00,219.00,
2016,12,"F9","Frontier Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",315.00,131.00,38.12,0.94,52.14,0.00,39.81,24.00,0.00,9419.00,3497.00,132.00,2428.00,0.00,3362.00,
2016,12,"F9","Frontier Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",206.00,54.00,15.66,0.97,9.23,0.00,28.15,13.00,0.00,5653.00,1764.00,386.00,322.00,0.00,3181.00,
2016,12,"F9","Frontier Airlines Inc.","TTN","Trenton, NJ: Trenton Mercer",199.00,34.00,11.90,0.74,2.26,0.00,19.10,14.00,0.00,2639.00,874.00,128.00,197.00,0.00,1440.00,
2016,12,"F9","Frontier Airlines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",61.00,17.00,4.79,0.88,4.64,0.00,6.69,3.00,1.00,2165.00,321.00,183.00,602.00,0.00,1059.00,
2016,12,"F9","Frontier Airlines Inc.","TPA","Tampa, FL: Tampa International",182.00,44.00,20.99,1.80,5.49,0.00,15.72,10.00,0.00,4892.00,1973.00,306.00,378.00,0.00,2235.00,
2016,12,"F9","Frontier Airlines Inc.","MKE","Milwaukee, WI: General Mitchell International",115.00,21.00,10.42,0.71,2.64,0.00,7.23,10.00,1.00,2605.00,1055.00,358.00,351.00,0.00,841.00,
2016,12,"F9","Frontier Airlines Inc.","STL","St. Louis, MO: St Louis Lambert International",125.00,37.00,15.74,1.00,3.14,0.00,17.12,11.00,0.00,3456.00,1483.00,63.00,132.00,0.00,1778.00,
2016,12,"F9","Frontier Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",91.00,42.00,12.54,0.55,12.66,0.00,16.25,4.00,0.00,2870.00,569.00,133.00,547.00,0.00,1621.00,
2016,12,"F9","Frontier Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",44.00,15.00,7.12,0.83,2.98,0.00,4.07,2.00,0.00,1115.00,418.00,64.00,187.00,0.00,446.00,
2016,12,"F9","Frontier Airlines Inc.","MCI","Kansas City, MO: Kansas City International",42.00,11.00,3.90,0.00,3.62,0.00,3.47,4.00,0.00,568.00,200.00,0.00,120.00,0.00,248.00,
2016,12,"F9","Frontier Airlines Inc.","LAS","Las Vegas, NV: McCarran International",624.00,206.00,54.62,4.03,85.06,0.00,62.29,33.00,0.00,15588.00,4504.00,621.00,3455.00,0.00,7008.00,
2016,12,"F9","Frontier Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",93.00,20.00,10.27,1.71,5.91,0.00,2.10,5.00,0.00,786.00,426.00,67.00,188.00,0.00,105.00,
2016,12,"F9","Frontier Airlines Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",16.00,8.00,3.42,0.00,0.78,0.00,3.79,1.00,0.00,975.00,297.00,0.00,170.00,0.00,508.00,
2016,12,"F9","Frontier Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",72.00,10.00,1.78,0.29,3.83,0.00,4.11,5.00,0.00,1003.00,78.00,51.00,337.00,0.00,537.00,
2016,12,"F9","Frontier Airlines Inc.","SFO","San Francisco, CA: San Francisco International",165.00,82.00,26.60,1.28,45.90,0.00,8.22,8.00,0.00,5736.00,1785.00,103.00,2771.00,0.00,1077.00,
2016,12,"F9","Frontier Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",76.00,15.00,8.12,0.94,2.11,0.00,3.83,5.00,1.00,1395.00,649.00,264.00,132.00,0.00,350.00,
2016,12,"F9","Frontier Airlines Inc.","FSD","Sioux Falls, SD: Joe Foss Field",18.00,11.00,4.17,0.00,1.51,0.00,5.31,1.00,0.00,1048.00,495.00,0.00,108.00,0.00,445.00,
2016,12,"F9","Frontier Airlines Inc.","MEM","Memphis, TN: Memphis International",31.00,12.00,5.49,0.00,0.28,0.00,6.22,2.00,0.00,758.00,228.00,0.00,11.00,0.00,519.00,
2016,12,"F9","Frontier Airlines Inc.","PGD","Punta Gorda, FL: Punta Gorda Airport",41.00,6.00,2.76,0.57,0.77,0.00,1.91,5.00,1.00,462.00,198.00,13.00,34.00,0.00,217.00,
2016,12,"F9","Frontier Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",141.00,41.00,13.15,0.00,11.67,0.00,16.19,8.00,1.00,3850.00,1424.00,0.00,653.00,0.00,1773.00,
2016,12,"F9","Frontier Airlines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",44.00,8.00,4.88,0.00,1.36,0.00,1.76,5.00,0.00,993.00,818.00,0.00,34.00,0.00,141.00,
2016,12,"F9","Frontier Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",65.00,14.00,2.87,0.04,2.39,0.00,8.71,4.00,0.00,1159.00,144.00,1.00,104.00,0.00,910.00,
2016,12,"F9","Frontier Airlines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",80.00,16.00,5.75,0.00,3.31,0.00,6.93,3.00,0.00,1956.00,617.00,0.00,328.00,0.00,1011.00,
2016,12,"F9","Frontier Airlines Inc.","OMA","Omaha, NE: Eppley Airfield",36.00,11.00,3.63,1.40,2.00,0.00,3.97,1.00,0.00,1201.00,254.00,328.00,137.00,0.00,482.00,
2016,12,"F9","Frontier Airlines Inc.","RSW","Fort Myers, FL: Southwest Florida International",154.00,35.00,10.09,0.54,12.32,0.00,12.05,12.00,1.00,4428.00,1204.00,98.00,892.00,0.00,2234.00,
2016,12,"F9","Frontier Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",214.00,47.00,13.04,0.28,6.15,0.00,27.53,17.00,0.00,4678.00,1466.00,68.00,424.00,0.00,2720.00,
2016,12,"F9","Frontier Airlines Inc.","MSO","Missoula, MT: Missoula International",18.00,8.00,4.53,0.00,1.40,0.00,2.07,2.00,0.00,379.00,250.00,0.00,41.00,0.00,88.00,
2016,12,"F9","Frontier Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",76.00,30.00,14.57,0.00,11.55,0.00,3.88,3.00,0.00,1891.00,1057.00,0.00,428.00,0.00,406.00,
2016,12,"F9","Frontier Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",31.00,7.00,2.00,1.00,1.89,0.00,2.11,3.00,0.00,549.00,98.00,346.00,39.00,0.00,66.00,
2016,12,"F9","Frontier Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",79.00,22.00,13.20,0.00,1.24,0.00,7.56,4.00,0.00,1588.00,863.00,0.00,32.00,0.00,693.00,
2016,12,"F9","Frontier Airlines Inc.","IAD","Washington, DC: Washington Dulles International",16.00,3.00,2.35,0.00,0.17,0.00,0.48,0.00,0.00,193.00,169.00,0.00,5.00,0.00,19.00,
2016,12,"F9","Frontier Airlines Inc.","SAN","San Diego, CA: San Diego International",93.00,31.00,16.23,0.99,9.29,0.00,4.49,7.00,1.00,1859.00,649.00,375.00,378.00,0.00,457.00,
2016,12,"F9","Frontier Airlines Inc.","BNA","Nashville, TN: Nashville International",84.00,22.00,8.31,0.29,3.74,0.00,9.67,4.00,0.00,2065.00,1033.00,68.00,237.00,0.00,727.00,
2016,12,"F9","Frontier Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",231.00,68.00,27.83,1.35,18.61,0.00,20.21,14.00,0.00,5064.00,2157.00,84.00,771.00,0.00,2052.00,
2016,12,"F9","Frontier Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",245.00,53.00,16.73,1.03,8.97,0.00,26.26,20.00,0.00,5345.00,1753.00,27.00,391.00,0.00,3174.00,
2016,12,"F9","Frontier Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",130.00,50.00,16.81,0.69,16.83,0.00,15.67,10.00,0.00,3912.00,998.00,81.00,956.00,0.00,1877.00,
2016,12,"F9","Frontier Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",295.00,86.00,21.76,0.82,23.85,0.00,39.57,22.00,0.00,9961.00,1834.00,39.00,1696.00,0.00,6392.00,
2016,12,"F9","Frontier Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",80.00,14.00,2.56,0.47,1.55,0.00,9.42,7.00,0.00,1730.00,200.00,40.00,73.00,0.00,1417.00,
2016,12,"F9","Frontier Airlines Inc.","MIA","Miami, FL: Miami International",155.00,34.00,16.58,0.94,5.31,0.00,11.17,10.00,0.00,3406.00,1162.00,192.00,289.00,0.00,1763.00,
2016,12,"F9","Frontier Airlines Inc.","LGA","New York, NY: LaGuardia",94.00,26.00,9.86,0.80,7.29,0.00,8.05,6.00,0.00,2028.00,782.00,90.00,433.00,0.00,723.00,
2016,12,"F9","Frontier Airlines Inc.","SAT","San Antonio, TX: San Antonio International",44.00,9.00,4.76,0.00,1.86,0.00,2.38,2.00,0.00,693.00,303.00,0.00,111.00,0.00,279.00,
2016,12,"F9","Frontier Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",152.00,69.00,24.85,0.51,29.68,0.00,13.95,6.00,0.00,7400.00,2689.00,97.00,1740.00,0.00,2874.00,
2016,12,"F9","Frontier Airlines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",57.00,25.00,13.03,0.00,5.46,0.00,6.51,5.00,0.00,1384.00,677.00,0.00,197.00,0.00,510.00,
2016,12,"F9","Frontier Airlines Inc.","IND","Indianapolis, IN: Indianapolis International",58.00,17.00,4.98,0.00,2.26,0.00,9.76,5.00,0.00,1352.00,401.00,0.00,69.00,0.00,882.00,
2016,12,"F9","Frontier Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",93.00,22.00,11.52,2.93,1.67,0.00,5.88,0.00,0.00,1843.00,670.00,440.00,200.00,0.00,533.00,
2016,12,"F9","Frontier Airlines Inc.","TYS","Knoxville, TN: McGhee Tyson",16.00,7.00,2.25,0.30,1.05,0.00,3.41,0.00,0.00,940.00,135.00,157.00,175.00,0.00,473.00,
2016,12,"F9","Frontier Airlines Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",13.00,3.00,1.07,0.00,0.22,0.00,1.71,1.00,1.00,440.00,115.00,0.00,28.00,0.00,297.00,
2016,12,"F9","Frontier Airlines Inc.","BIS","Bismarck/Mandan, ND: Bismarck Municipal",13.00,4.00,2.68,0.00,0.06,0.00,1.26,1.00,0.00,432.00,279.00,0.00,13.00,0.00,140.00,
2016,12,"F9","Frontier Airlines Inc.","DSM","Des Moines, IA: Des Moines International",37.00,11.00,3.66,0.00,3.70,0.00,3.64,3.00,0.00,1092.00,265.00,0.00,177.00,0.00,650.00,
2016,12,"F9","Frontier Airlines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",13.00,4.00,1.88,0.00,1.00,0.00,1.12,2.00,0.00,192.00,127.00,0.00,17.00,0.00,48.00,
2016,12,"F9","Frontier Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",13.00,10.00,5.32,0.00,2.96,0.00,1.72,0.00,0.00,594.00,287.00,0.00,108.00,0.00,199.00,
2016,12,"HA","Hawaiian Airlines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",2711.00,443.00,201.06,69.06,4.25,2.34,166.29,5.00,5.00,25387.00,14354.00,3887.00,122.00,201.00,6823.00,
2016,12,"HA","Hawaiian Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",152.00,37.00,30.56,0.00,0.00,0.00,6.44,0.00,0.00,2293.00,2017.00,0.00,0.00,0.00,276.00,
2016,12,"HA","Hawaiian Airlines Inc.","LAS","Las Vegas, NV: McCarran International",75.00,16.00,13.00,0.00,0.42,0.00,2.58,0.00,0.00,1130.00,1027.00,0.00,29.00,0.00,74.00,
2016,12,"HA","Hawaiian Airlines Inc.","SFO","San Francisco, CA: San Francisco International",62.00,9.00,6.87,0.00,0.00,0.00,2.13,0.00,0.00,255.00,197.00,0.00,0.00,0.00,58.00,
2016,12,"HA","Hawaiian Airlines Inc.","SAN","San Diego, CA: San Diego International",31.00,6.00,4.00,0.00,1.00,0.00,1.00,0.00,1.00,169.00,79.00,0.00,73.00,0.00,17.00,
2016,12,"HA","Hawaiian Airlines Inc.","SMF","Sacramento, CA: Sacramento International",31.00,9.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,2067.00,1792.00,0.00,0.00,0.00,275.00,
2016,12,"HA","Hawaiian Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",62.00,26.00,9.52,0.00,0.00,0.00,16.48,0.00,1.00,1033.00,437.00,0.00,0.00,0.00,596.00,
2016,12,"HA","Hawaiian Airlines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",62.00,13.00,8.78,0.00,0.00,0.00,4.22,1.00,0.00,727.00,361.00,0.00,0.00,0.00,366.00,
2016,12,"HA","Hawaiian Airlines Inc.","OGG","Kahului, HI: Kahului Airport",1186.00,164.00,100.71,11.35,1.88,0.16,49.90,1.00,0.00,5389.00,3334.00,476.00,127.00,6.00,1446.00,
2016,12,"HA","Hawaiian Airlines Inc.","PDX","Portland, OR: Portland International",31.00,6.00,5.79,0.21,0.00,0.00,0.00,0.00,0.00,919.00,889.00,30.00,0.00,0.00,0.00,
2016,12,"HA","Hawaiian Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",31.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,1060.00,1060.00,0.00,0.00,0.00,0.00,
2016,12,"HA","Hawaiian Airlines Inc.","JFK","New York, NY: John F. Kennedy International",29.00,10.00,8.67,0.00,0.00,0.00,1.33,0.00,0.00,476.00,425.00,0.00,0.00,0.00,51.00,
2016,12,"HA","Hawaiian Airlines Inc.","LIH","Lihue, HI: Lihue Airport",669.00,52.00,23.57,2.89,0.46,1.00,24.08,1.00,2.00,1473.00,711.00,77.00,23.00,25.00,637.00,
2016,12,"HA","Hawaiian Airlines Inc.","ITO","Hilo, HI: Hilo International",495.00,55.00,25.88,4.28,0.20,0.00,24.64,1.00,0.00,1352.00,656.00,103.00,6.00,0.00,587.00,
2016,12,"HA","Hawaiian Airlines Inc.","KOA","Kona, HI: Ellison Onizuka Kona International at Keahole",647.00,51.00,24.57,2.11,0.00,0.00,24.33,0.00,0.00,1583.00,759.00,44.00,0.00,0.00,780.00,
2016,12,"HA","Hawaiian Airlines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",62.00,18.00,14.85,0.00,0.00,0.00,3.15,0.00,0.00,1033.00,918.00,0.00,0.00,0.00,115.00,
2016,12,"NK","Spirit Air Lines","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1405.00,305.00,61.64,4.67,145.84,0.56,92.29,27.00,1.00,21561.00,6126.00,453.00,8092.00,19.00,6871.00,
2016,12,"NK","Spirit Air Lines","PHL","Philadelphia, PA: Philadelphia International",217.00,35.00,10.15,0.00,12.29,0.00,12.56,6.00,0.00,3282.00,1438.00,0.00,869.00,0.00,975.00,
2016,12,"NK","Spirit Air Lines","DTW","Detroit, MI: Detroit Metro Wayne County",778.00,150.00,28.40,1.45,58.80,0.11,61.25,19.00,1.00,11948.00,2245.00,121.00,3890.00,2.00,5690.00,
2016,12,"NK","Spirit Air Lines","BOS","Boston, MA: Logan International",327.00,70.00,13.07,0.00,30.18,0.00,26.75,14.00,0.00,4271.00,810.00,0.00,1411.00,0.00,2050.00,
2016,12,"NK","Spirit Air Lines","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",508.00,109.00,35.94,1.46,35.46,1.13,35.01,13.00,0.00,8187.00,2238.00,138.00,2926.00,33.00,2852.00,
2016,12,"NK","Spirit Air Lines","MYR","Myrtle Beach, SC: Myrtle Beach International",155.00,44.00,17.96,1.31,17.51,0.68,6.55,0.00,0.00,2826.00,1278.00,106.00,881.00,21.00,540.00,
2016,12,"NK","Spirit Air Lines","LAS","Las Vegas, NV: McCarran International",961.00,321.00,64.74,6.10,173.24,0.00,76.92,17.00,2.00,19817.00,4622.00,444.00,9154.00,0.00,5597.00,
2016,12,"NK","Spirit Air Lines","SEA","Seattle, WA: Seattle/Tacoma International",124.00,30.00,2.93,0.00,19.99,0.00,7.08,1.00,0.00,1831.00,269.00,0.00,1083.00,0.00,479.00,
2016,12,"NK","Spirit Air Lines","CLE","Cleveland, OH: Cleveland-Hopkins International",217.00,58.00,13.10,0.00,23.01,0.00,21.88,4.00,1.00,5649.00,1772.00,0.00,2013.00,0.00,1864.00,
2016,12,"NK","Spirit Air Lines","SAN","San Diego, CA: San Diego International",124.00,54.00,8.11,0.00,22.55,0.00,23.34,1.00,0.00,3083.00,514.00,0.00,1111.00,0.00,1458.00,
2016,12,"NK","Spirit Air Lines","IAH","Houston, TX: George Bush Intercontinental/Houston",439.00,119.00,24.57,0.96,53.41,0.00,40.05,10.00,1.00,7967.00,1497.00,153.00,2756.00,0.00,3561.00,
2016,12,"NK","Spirit Air Lines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",545.00,140.00,37.88,0.40,61.58,0.66,39.48,5.00,0.00,10787.00,3872.00,16.00,4013.00,60.00,2826.00,
2016,12,"NK","Spirit Air Lines","ORD","Chicago, IL: Chicago O'Hare International",775.00,163.00,34.06,5.04,77.45,0.00,46.45,33.00,0.00,12202.00,2518.00,351.00,5319.00,0.00,4014.00,
2016,12,"NK","Spirit Air Lines","RSW","Fort Myers, FL: Southwest Florida International",420.00,91.00,23.43,1.84,43.61,0.50,21.62,12.00,1.00,5824.00,1380.00,205.00,2699.00,14.00,1526.00,
2016,12,"NK","Spirit Air Lines","MCI","Kansas City, MO: Kansas City International",124.00,21.00,4.88,0.06,10.58,0.00,5.47,3.00,0.00,1038.00,247.00,5.00,402.00,0.00,384.00,
2016,12,"NK","Spirit Air Lines","MCO","Orlando, FL: Orlando International",823.00,175.00,42.20,4.83,84.31,0.00,43.66,15.00,3.00,10561.00,1887.00,466.00,4878.00,0.00,3330.00,
2016,12,"NK","Spirit Air Lines","LGA","New York, NY: LaGuardia",341.00,72.00,17.35,3.52,43.73,0.00,7.41,4.00,0.00,4781.00,1573.00,211.00,2464.00,0.00,533.00,
